,OrderDate,ShippedDate,CustomerCountry,CustomerCity,CustomerRegion,ProductName,UnitPrice,Quantity,Discount,CategoryName,SupplierCountry,SupplierRegion,TotalPrice
465,2017-01-21,2017-01-27,Brazil,Rio de Janeiro,South America,Perth Pasties,26.2,15,0.15,Meat/Poultry,Australia,NSW,334.05
466,2017-01-21,2017-01-27,Brazil,Rio de Janeiro,South America,Original Frankfurter grüne Soße,10.4,10,0.15,Condiments,Germany,Western Europe,88.4
467,2017-01-22,2017-01-31,Italy,Torino,Southern Europe,Gumbär Gummibärchen,24.9,2,0.0,Confections,Germany,Western Europe,49.8
468,2017-01-23,2017-02-24,Brazil,Campinas,South America,Gorgonzola Telino,10.0,14,0.0,Dairy Products,Italy,Southern Europe,140.0
469,2017-01-23,2017-02-24,Brazil,Campinas,South America,Raclette Courdavault,44.0,20,0.0,Dairy Products,France,Western Europe,880.0
470,2017-01-23,2017-01-27,Canada,Montréal,North America,Steeleye Stout,14.4,60,0.2,Beverages,USA,North America,691.2
471,2017-01-23,2017-01-27,Canada,Montréal,North America,Côte de Blaye,210.8,49,0.2,Beverages,France,Western Europe,8263.36
472,2017-01-23,2017-01-27,Canada,Montréal,North America,Scottish Longbreads,10.0,30,0.2,Confections,UK,British Isles,240.0
473,2017-01-24,2017-02-14,France,Toulouse,Western Europe,Pâté chinois,19.2,10,0.25,Meat/Poultry,Canada,North America,144.0
474,2017-01-24,2017-02-14,France,Toulouse,Western Europe,Lakkalikööri,14.4,20,0.25,Beverages,Finland,Scandinavia,216.0
475,2017-01-27,2017-02-06,Spain,Barcelona,Southern Europe,Gnocchi di nonna Alice,30.4,5,0.0,Grains/Cereals,Italy,Southern Europe,152.0
476,2017-01-27,2017-02-06,Spain,Barcelona,Southern Europe,Wimmers gute Semmelknödel,26.6,7,0.0,Grains/Cereals,Germany,Western Europe,186.20000000000002
477,2017-01-27,2017-03-03,Austria,Salzburg,Western Europe,Tofu,18.6,35,0.0,Produce,Japan,Eastern Asia,651.0
478,2017-01-28,2017-02-04,Italy,Reggio Emilia,Southern Europe,Spegesild,9.6,20,0.0,Seafood,Denmark,Northern Europe,192.0
479,2017-01-29,2017-02-07,Ireland,Cork,British Isles,Valkoinen suklaa,13.0,40,0.0,Confections,Finland,Scandinavia,520.0
480,2017-01-29,2017-02-07,Ireland,Cork,British Isles,Vegie-spread,35.1,35,0.25,Condiments,Australia,Victoria,921.375
481,2017-01-30,2017-02-03,Austria,Graz,Western Europe,Alice Mutton,31.2,45,0.2,Meat/Poultry,Australia,Victoria,1123.2
482,2017-01-30,2017-02-03,Austria,Graz,Western Europe,Sir Rodney's Scones,8.0,50,0.0,Confections,UK,British Isles,400.0
483,2017-01-30,2017-02-03,Austria,Graz,Western Europe,Gnocchi di nonna Alice,30.4,30,0.0,Grains/Cereals,Italy,Southern Europe,912.0
484,2017-01-30,2017-02-03,Austria,Graz,Western Europe,Raclette Courdavault,44.0,70,0.2,Dairy Products,France,Western Europe,2464.0
485,2017-01-30,2017-02-07,Canada,Tsawassen,North America,Alice Mutton,31.2,50,0.25,Meat/Poultry,Australia,Victoria,1170.0
486,2017-01-30,2017-02-07,Canada,Tsawassen,North America,Boston Crab Meat,14.7,50,0.25,Seafood,USA,North America,551.25
487,2017-01-30,2017-02-07,Canada,Tsawassen,North America,Zaanse koeken,7.6,30,0.25,Confections,Netherlands,Northern Europe,171.0
488,2017-01-31,2017-02-07,USA,Lander,North America,Gumbär Gummibärchen,24.9,10,0.0,Confections,Germany,Western Europe,249.0
489,2017-01-31,2017-02-07,USA,Lander,North America,Tourtière,5.9,40,0.0,Meat/Poultry,Canada,North America,236.0
490,2017-02-03,2017-03-04,Portugal,Lisboa,Southern Europe,Gnocchi di nonna Alice,30.4,28,0.0,Grains/Cereals,Italy,Southern Europe,851.1999999999999
491,2017-02-03,2017-02-13,Sweden,Bräcke,Northern Europe,Queso Cabrales,16.8,6,0.0,Dairy Products,Spain,Southern Europe,100.80000000000001
492,2017-02-03,2017-02-13,Sweden,Bräcke,Northern Europe,Lakkalikööri,14.4,18,0.15,Beverages,Finland,Scandinavia,220.32
493,2017-02-04,2017-02-07,UK,London,British Isles,Chang,15.2,10,0.0,Beverages,UK,British Isles,152.0
495,2017-02-04,2017-02-07,UK,London,British Isles,Mozzarella di Giovanni,27.8,10,0.0,Dairy Products,Italy,Southern Europe,278.0
496,2017-02-05,2017-02-11,France,Strasbourg,Western Europe,Spegesild,9.6,5,0.0,Seafood,Denmark,Northern Europe,48.0
497,2017-02-05,2017-02-11,France,Strasbourg,Western Europe,Gnocchi di nonna Alice,30.4,40,0.1,Grains/Cereals,Italy,Southern Europe,1094.4
498,2017-02-05,2017-02-11,France,Strasbourg,Western Europe,Wimmers gute Semmelknödel,26.6,30,0.1,Grains/Cereals,Germany,Western Europe,718.2
499,2017-02-05,2017-02-11,France,Strasbourg,Western Europe,Rhönbräu Klosterbier,6.2,24,0.1,Beverages,Germany,Western Europe,133.92000000000002
500,2017-02-05,2017-02-12,Finland,Oulu,Scandinavia,Perth Pasties,26.2,15,0.0,Meat/Poultry,Australia,NSW,393.0
501,2017-02-06,2017-02-14,Germany,Münster,Western Europe,Teatime Chocolate Biscuits,7.3,15,0.2,Confections,UK,British Isles,87.6
502,2017-02-06,2017-02-14,Germany,Münster,Western Europe,Sasquatch Ale,11.2,20,0.2,Beverages,USA,North America,179.2
503,2017-02-06,2017-02-14,Germany,Münster,Western Europe,Ravioli Angelo,15.6,15,0.2,Grains/Cereals,Italy,Southern Europe,187.2
504,2017-02-07,2017-02-10,Canada,Montréal,North America,Queso Manchego La Pastora,30.4,15,0.0,Dairy Products,Spain,Southern Europe,456.0
505,2017-02-07,2017-02-10,Canada,Montréal,North America,Pavlova,13.9,16,0.0,Confections,Australia,Victoria,222.4
506,2017-02-07,2017-02-10,Canada,Montréal,North America,Wimmers gute Semmelknödel,26.6,6,0.0,Grains/Cereals,Germany,Western Europe,159.60000000000002
507,2017-02-07,2017-02-10,Canada,Montréal,North America,Longlife Tofu,8.0,30,0.0,Produce,Japan,Eastern Asia,240.0
508,2017-02-10,2017-02-28,USA,Boise,North America,Chang,15.2,45,0.15,Beverages,UK,British Isles,581.4
509,2017-02-10,2017-02-28,USA,Boise,North America,Pavlova,13.9,49,0.15,Confections,Australia,Victoria,578.9350000000001
510,2017-02-10,2017-02-28,USA,Boise,North America,Thüringer Rostbratwurst,99.0,24,0.15,Meat/Poultry,Germany,Western Europe,2019.6
511,2017-02-10,2017-02-28,USA,Boise,North America,Sirop d'érable,22.8,90,0.15,Condiments,Canada,North America,1744.2
512,2017-02-10,2017-03-14,USA,Anchorage,North America,Schoggi Schokolade,35.1,50,0.0,Confections,Germany,Western Europe,1755.0
513,2017-02-11,2017-02-18,Austria,Graz,Western Europe,Queso Cabrales,16.8,30,0.0,Dairy Products,Spain,Southern Europe,504.0
514,2017-02-11,2017-02-18,Austria,Graz,Western Europe,Tourtière,5.9,80,0.0,Meat/Poultry,Canada,North America,472.0
515,2017-02-11,2017-02-18,Austria,Graz,Western Europe,Louisiana Hot Spiced Okra,13.6,60,0.0,Condiments,USA,North America,816.0
516,2017-02-12,2017-02-14,Italy,Reggio Emilia,Southern Europe,Queso Cabrales,16.8,6,0.2,Dairy Products,Spain,Southern Europe,80.64000000000001
517,2017-02-12,2017-02-14,Italy,Reggio Emilia,Southern Europe,Rössle Sauerkraut,36.4,12,0.0,Produce,Germany,Western Europe,436.79999999999995
518,2017-02-12,2017-02-21,Sweden,Luleå,Northern Europe,Alice Mutton,31.2,10,0.0,Meat/Poultry,Australia,Victoria,312.0
519,2017-02-12,2017-02-21,Sweden,Luleå,Northern Europe,Gumbär Gummibärchen,24.9,15,0.0,Confections,Germany,Western Europe,373.5
520,2017-02-12,2017-02-21,Sweden,Luleå,Northern Europe,Steeleye Stout,14.4,8,0.0,Beverages,USA,North America,115.2
521,2017-02-12,2017-02-21,Sweden,Luleå,Northern Europe,Jack's New England Clam Chowder,7.7,30,0.0,Seafood,USA,North America,231.0
522,2017-02-13,2017-02-20,Sweden,Luleå,Northern Europe,Chartreuse verte,14.4,6,0.0,Beverages,France,Western Europe,86.4
523,2017-02-13,2017-02-20,Sweden,Luleå,Northern Europe,Tourtière,5.9,15,0.0,Meat/Poultry,Canada,North America,88.5
524,2017-02-14,2017-02-19,Germany,Münster,Western Europe,Teatime Chocolate Biscuits,7.3,12,0.1,Confections,UK,British Isles,78.83999999999999
525,2017-02-14,2017-02-19,Germany,Münster,Western Europe,Guaraná Fantástica,3.6,20,0.1,Beverages,Brazil,South America,64.8
526,2017-02-14,2017-02-19,Germany,Münster,Western Europe,Gorgonzola Telino,10.0,3,0.1,Dairy Products,Italy,Southern Europe,27.0
527,2017-02-14,2017-02-19,Germany,Münster,Western Europe,Filo Mix,5.6,15,0.1,Grains/Cereals,Australia,NSW,75.6
528,2017-02-14,2017-03-07,Brazil,Rio de Janeiro,South America,Teatime Chocolate Biscuits,7.3,40,0.0,Confections,UK,British Isles,292.0
529,2017-02-14,2017-03-07,Brazil,Rio de Janeiro,South America,Louisiana Fiery Hot Pepper Sauce,16.8,35,0.0,Condiments,USA,North America,588.0
530,2017-02-14,2017-03-07,Brazil,Rio de Janeiro,South America,Flotemysost,17.2,2,0.0,Dairy Products,Norway,Scandinavia,34.4
531,2017-02-17,2017-02-24,Argentina,Buenos Aires,South America,Gumbär Gummibärchen,24.9,6,0.0,Confections,Germany,Western Europe,149.39999999999998
532,2017-02-17,2017-02-24,Argentina,Buenos Aires,South America,Boston Crab Meat,14.7,20,0.0,Seafood,USA,North America,294.0
533,2017-02-18,2017-02-27,France,Strasbourg,Western Europe,Ikura,24.8,14,0.0,Seafood,Japan,Eastern Asia,347.2
534,2017-02-18,2017-02-27,France,Strasbourg,Western Europe,Filo Mix,5.6,20,0.0,Grains/Cereals,Australia,NSW,112.0
535,2017-02-18,2017-02-27,France,Strasbourg,Western Europe,Tarte au sucre,39.4,35,0.0,Confections,Canada,North America,1379.0
536,2017-02-19,2017-03-11,France,Lyon,Western Europe,Ikura,24.8,20,0.2,Seafood,Japan,Eastern Asia,396.8
537,2017-02-19,2017-03-11,France,Lyon,Western Europe,Tourtière,5.9,6,0.2,Meat/Poultry,Canada,North America,28.320000000000004
538,2017-02-19,2017-03-12,Germany,Cunewalde,Western Europe,Pâté chinois,19.2,120,0.1,Meat/Poultry,Canada,North America,2073.6
539,2017-02-19,2017-03-12,Germany,Cunewalde,Western Europe,Wimmers gute Semmelknödel,26.6,35,0.1,Grains/Cereals,Germany,Western Europe,837.9
540,2017-02-19,2017-03-12,Germany,Cunewalde,Western Europe,Louisiana Fiery Hot Pepper Sauce,16.8,28,0.1,Condiments,USA,North America,423.36
541,2017-02-19,2017-03-12,Germany,Cunewalde,Western Europe,Original Frankfurter grüne Soße,10.4,55,0.1,Condiments,Germany,Western Europe,514.8
542,2017-02-20,2017-02-26,USA,Boise,North America,Rössle Sauerkraut,36.4,15,0.0,Produce,Germany,Western Europe,546.0
543,2017-02-20,2017-02-26,USA,Boise,North America,Gula Malacca,15.5,100,0.05,Condiments,Singapore,South-East Asia,1472.5
544,2017-02-21,2017-02-26,UK,London,British Isles,Chocolade,10.2,15,0.1,Confections,Netherlands,Northern Europe,137.7
545,2017-02-21,2017-02-26,UK,London,British Isles,Outback Lager,12.0,25,0.1,Beverages,Australia,Victoria,270.0
546,2017-02-21,2017-02-25,France,Toulouse,Western Europe,Pavlova,13.9,20,0.2,Confections,Australia,Victoria,222.4
547,2017-02-21,2017-02-25,France,Toulouse,Western Europe,Geitost,2.0,20,0.2,Dairy Products,Norway,Scandinavia,32.0
548,2017-02-21,2017-02-25,France,Toulouse,Western Europe,Spegesild,9.6,10,0.2,Seafood,Denmark,Northern Europe,76.8
549,2017-02-24,2017-03-03,Finland,Oulu,Scandinavia,Chartreuse verte,14.4,20,0.0,Beverages,France,Western Europe,288.0
550,2017-02-24,2017-03-03,Finland,Oulu,Scandinavia,Perth Pasties,26.2,50,0.0,Meat/Poultry,Australia,NSW,1310.0
551,2017-02-24,2017-03-03,Finland,Oulu,Scandinavia,Sirop d'érable,22.8,25,0.0,Condiments,Canada,North America,570.0
552,2017-02-24,2017-03-03,Finland,Oulu,Scandinavia,Flotemysost,17.2,30,0.0,Dairy Products,Norway,Scandinavia,516.0
553,2017-02-25,2017-02-28,Germany,Brandenburg,Western Europe,Sir Rodney's Scones,8.0,40,0.15,Confections,UK,British Isles,272.0
554,2017-02-25,2017-02-28,Germany,Brandenburg,Western Europe,Maxilaku,16.0,21,0.15,Confections,Finland,Scandinavia,285.6
555,2017-02-25,2017-03-03,Germany,Brandenburg,Western Europe,Raclette Courdavault,44.0,36,0.0,Dairy Products,France,Western Europe,1584.0
556,2017-02-26,2017-03-04,Belgium,Charleroi,Western Europe,Gumbär Gummibärchen,24.9,30,0.0,Confections,Germany,Western Europe,747.0
557,2017-02-26,2017-03-04,Belgium,Charleroi,Western Europe,Rössle Sauerkraut,36.4,30,0.0,Produce,Germany,Western Europe,1092.0
558,2017-02-26,2017-03-04,Belgium,Charleroi,Western Europe,Ipoh Coffee,36.8,20,0.0,Beverages,Singapore,South-East Asia,736.0
559,2017-02-26,2017-03-04,Belgium,Charleroi,Western Europe,Gnocchi di nonna Alice,30.4,15,0.0,Grains/Cereals,Italy,Southern Europe,456.0
560,2017-02-26,2017-03-04,Belgium,Charleroi,Western Europe,Flotemysost,17.2,50,0.0,Dairy Products,Norway,Scandinavia,860.0
561,2017-02-27,2017-02-28,France,Lyon,Western Europe,Uncle Bob's Organic Dried Pears,24.0,16,0.05,Produce,USA,North America,364.8
562,2017-02-27,2017-02-28,France,Lyon,Western Europe,Spegesild,9.6,20,0.05,Seafood,Denmark,Northern Europe,182.4
563,2017-02-27,2017-02-28,France,Lyon,Western Europe,Mozzarella di Giovanni,27.8,40,0.0,Dairy Products,Italy,Southern Europe,1112.0
564,2017-02-28,2017-03-03,Sweden,Bräcke,Northern Europe,Scottish Longbreads,10.0,21,0.25,Confections,UK,British Isles,157.5
565,2017-02-28,2017-03-03,Sweden,Bräcke,Northern Europe,Rhönbräu Klosterbier,6.2,4,0.25,Beverages,Germany,Western Europe,18.6
566,2017-02-28,2017-03-05,Venezuela,Barquisimeto,South America,Sir Rodney's Scones,8.0,40,0.25,Confections,UK,British Isles,240.0
567,2017-02-28,2017-03-05,Venezuela,Barquisimeto,South America,Nord-Ost Matjeshering,20.7,28,0.25,Seafood,Germany,Western Europe,434.70000000000005
568,2017-02-28,2017-03-05,Venezuela,Barquisimeto,South America,Pâté chinois,19.2,60,0.25,Meat/Poultry,Canada,North America,864.0
569,2017-03-03,2017-03-18,UK,London,British Isles,Konbu,4.8,1,0.0,Seafood,Japan,Eastern Asia,4.8
571,2017-03-04,2017-03-06,Belgium,Charleroi,Western Europe,Teatime Chocolate Biscuits,7.3,21,0.0,Confections,UK,British Isles,153.29999999999998
572,2017-03-04,2017-03-06,Belgium,Charleroi,Western Europe,Singaporean Hokkien Fried Mee,11.2,50,0.0,Grains/Cereals,Singapore,South-East Asia,560.0
573,2017-03-04,2017-03-14,Portugal,Lisboa,Southern Europe,Chef Anton's Cajun Seasoning,17.6,16,0.2,Condiments,USA,North America,225.28000000000003
574,2017-03-04,2017-03-14,Portugal,Lisboa,Southern Europe,Ipoh Coffee,36.8,3,0.0,Beverages,Singapore,South-East Asia,110.39999999999999
575,2017-03-04,2017-03-14,Portugal,Lisboa,Southern Europe,Gnocchi di nonna Alice,30.4,30,0.2,Grains/Cereals,Italy,Southern Europe,729.6
576,2017-03-04,2017-03-14,Portugal,Lisboa,Southern Europe,Camembert Pierrot,27.2,20,0.0,Dairy Products,France,Western Europe,544.0
577,2017-03-05,2017-03-14,Denmark,Århus,Northern Europe,Guaraná Fantástica,3.6,25,0.0,Beverages,Brazil,South America,90.0
578,2017-03-05,2017-03-14,Denmark,Århus,Northern Europe,Thüringer Rostbratwurst,99.0,18,0.1,Meat/Poultry,Germany,Western Europe,1603.8
579,2017-03-05,2017-03-14,Denmark,Århus,Northern Europe,Boston Crab Meat,14.7,20,0.0,Seafood,USA,North America,294.0
580,2017-03-05,2017-03-14,Denmark,Århus,Northern Europe,Rogede sild,7.6,30,0.1,Seafood,Denmark,Northern Europe,205.2
581,2017-03-05,2017-03-14,Denmark,Århus,Northern Europe,Valkoinen suklaa,13.0,25,0.0,Confections,Finland,Scandinavia,325.0
582,2017-03-06,2017-03-13,Brazil,Sao Paulo,South America,Queso Cabrales,16.8,10,0.0,Dairy Products,Spain,Southern Europe,168.0
583,2017-03-06,2017-03-13,Brazil,Sao Paulo,South America,Spegesild,9.6,5,0.0,Seafood,Denmark,Northern Europe,48.0
584,2017-03-06,2017-03-11,Italy,Bergamo,Southern Europe,Guaraná Fantástica,3.6,28,0.0,Beverages,Brazil,South America,100.8
585,2017-03-06,2017-03-11,Italy,Bergamo,Southern Europe,NuNuCa Nuß-Nougat-Creme,11.2,12,0.0,Confections,Germany,Western Europe,134.39999999999998
586,2017-03-07,2017-03-12,Germany,Brandenburg,Western Europe,Nord-Ost Matjeshering,20.7,8,0.0,Seafood,Germany,Western Europe,165.6
587,2017-03-07,2017-03-12,Germany,Brandenburg,Western Europe,Ipoh Coffee,36.8,15,0.0,Beverages,Singapore,South-East Asia,552.0
588,2017-03-10,2017-03-14,USA,Seattle,North America,Chang,15.2,40,0.15,Beverages,UK,British Isles,516.8
589,2017-03-10,2017-03-14,USA,Seattle,North America,Pavlova,13.9,35,0.15,Confections,Australia,Victoria,413.525
590,2017-03-10,2017-03-14,USA,Seattle,North America,Gula Malacca,15.5,2,0.15,Condiments,Singapore,South-East Asia,26.35
591,2017-03-11,2017-03-14,France,Marseille,Western Europe,Carnarvon Tigers,50.0,30,0.0,Seafood,Australia,Victoria,1500.0
593,2017-03-11,2017-03-14,France,Marseille,Western Europe,Wimmers gute Semmelknödel,26.6,8,0.0,Grains/Cereals,Germany,Western Europe,212.8
594,2017-03-11,2017-03-18,UK,London,British Isles,Uncle Bob's Organic Dried Pears,24.0,30,0.0,Produce,USA,North America,720.0
595,2017-03-11,2017-03-18,UK,London,British Isles,Gnocchi di nonna Alice,30.4,20,0.0,Grains/Cereals,Italy,Southern Europe,608.0
596,2017-03-12,2017-03-19,UK,London,British Isles,Guaraná Fantástica,3.6,80,0.05,Beverages,Brazil,South America,273.6
597,2017-03-12,2017-03-19,UK,London,British Isles,Manjimup Dried Apples,42.4,18,0.0,Produce,Australia,NSW,763.1999999999999
598,2017-03-13,2017-03-21,UK,Cowes,British Isles,Geitost,2.0,12,0.0,Dairy Products,Norway,Scandinavia,24.0
599,2017-03-13,2017-03-21,UK,Cowes,British Isles,Flotemysost,17.2,12,0.0,Dairy Products,Norway,Scandinavia,206.39999999999998
600,2017-03-13,2017-03-21,Mexico,México D.F.,Central America,Tofu,18.6,12,0.0,Produce,Japan,Eastern Asia,223.20000000000002
601,2017-03-13,2017-03-21,Mexico,México D.F.,Central America,Rössle Sauerkraut,36.4,18,0.0,Produce,Germany,Western Europe,655.1999999999999
602,2017-03-13,2017-03-21,Mexico,México D.F.,Central America,Boston Crab Meat,14.7,21,0.0,Seafood,USA,North America,308.7
603,2017-03-13,2017-03-21,Mexico,México D.F.,Central America,Rhönbräu Klosterbier,6.2,10,0.0,Beverages,Germany,Western Europe,62.0
604,2017-03-14,2017-04-04,Belgium,Charleroi,Western Europe,Gorgonzola Telino,10.0,35,0.15,Dairy Products,Italy,Southern Europe,297.5
605,2017-03-14,2017-04-04,Belgium,Charleroi,Western Europe,Louisiana Hot Spiced Okra,13.6,60,0.15,Condiments,USA,North America,693.6
606,2017-03-14,2017-04-04,Belgium,Charleroi,Western Europe,Lakkalikööri,14.4,42,0.15,Beverages,Finland,Scandinavia,514.08
607,2017-03-17,2017-03-24,Venezuela,San Cristóbal,South America,Pâté chinois,19.2,2,0.05,Meat/Poultry,Canada,North America,36.48
608,2017-03-17,2017-03-24,Venezuela,San Cristóbal,South America,Outback Lager,12.0,12,0.0,Beverages,Australia,Victoria,144.0
609,2017-03-17,2017-03-25,Portugal,Lisboa,Southern Europe,Chai,14.4,15,0.0,Beverages,UK,British Isles,216.0
610,2017-03-17,2017-03-25,Portugal,Lisboa,Southern Europe,Sir Rodney's Scones,8.0,21,0.25,Confections,UK,British Isles,126.0
611,2017-03-17,2017-03-25,Portugal,Lisboa,Southern Europe,Chartreuse verte,14.4,20,0.25,Beverages,France,Western Europe,216.0
612,2017-03-18,2017-03-26,France,Lyon,Western Europe,Ikura,24.8,20,0.05,Seafood,Japan,Eastern Asia,471.2
613,2017-03-19,2017-03-21,USA,Albuquerque,North America,Côte de Blaye,210.8,30,0.0,Beverages,France,Western Europe,6324.0
614,2017-03-19,2017-03-21,USA,Albuquerque,North America,Perth Pasties,26.2,28,0.0,Meat/Poultry,Australia,NSW,733.6
615,2017-03-19,2017-03-21,USA,Albuquerque,North America,Raclette Courdavault,44.0,60,0.0,Dairy Products,France,Western Europe,2640.0
616,2017-03-19,2017-03-21,USA,Albuquerque,North America,Wimmers gute Semmelknödel,26.6,30,0.0,Grains/Cereals,Germany,Western Europe,798.0
617,2017-03-20,2017-03-24,France,Lille,Western Europe,Zaanse koeken,7.6,30,0.0,Confections,Netherlands,Northern Europe,228.0
618,2017-03-20,2017-03-24,France,Lille,Western Europe,Raclette Courdavault,44.0,12,0.0,Dairy Products,France,Western Europe,528.0
619,2017-03-20,2017-03-25,Brazil,Rio de Janeiro,South America,Maxilaku,16.0,24,0.0,Confections,Finland,Scandinavia,384.0
620,2017-03-20,2017-03-25,Brazil,Rio de Janeiro,South America,Camembert Pierrot,27.2,40,0.0,Dairy Products,France,Western Europe,1088.0
621,2017-03-21,2017-04-10,USA,Walla Walla,North America,Boston Crab Meat,14.7,10,0.0,Seafood,USA,North America,147.0
622,2017-03-24,2017-04-25,USA,Seattle,North America,Sasquatch Ale,11.2,35,0.05,Beverages,USA,North America,372.4
623,2017-03-24,2017-04-25,USA,Seattle,North America,Original Frankfurter grüne Soße,10.4,30,0.05,Condiments,Germany,Western Europe,296.4
624,2017-03-24,2017-04-01,UK,London,British Isles,Sir Rodney's Scones,8.0,14,0.0,Confections,UK,British Isles,112.0
625,2017-03-24,2017-04-01,UK,London,British Isles,Boston Crab Meat,14.7,10,0.0,Seafood,USA,North America,147.0
626,2017-03-24,2017-04-01,UK,London,British Isles,Manjimup Dried Apples,42.4,3,0.0,Produce,Australia,NSW,127.19999999999999
627,2017-03-25,2017-03-31,Venezuela,I. de Margarita,South America,Chang,15.2,20,0.1,Beverages,UK,British Isles,273.6
628,2017-03-25,2017-03-31,Venezuela,I. de Margarita,South America,Aniseed Syrup,8.0,20,0.1,Condiments,UK,British Isles,144.0
629,2017-03-25,2017-03-31,Venezuela,I. de Margarita,South America,Pâté chinois,19.2,30,0.1,Meat/Poultry,Canada,North America,518.4
630,2017-03-25,2017-03-31,Venezuela,I. de Margarita,South America,Outback Lager,12.0,60,0.1,Beverages,Australia,Victoria,648.0
631,2017-03-26,2017-04-02,Venezuela,San Cristóbal,South America,Queso Cabrales,16.8,5,0.0,Dairy Products,Spain,Southern Europe,84.0
632,2017-03-26,2017-04-02,Venezuela,San Cristóbal,South America,Manjimup Dried Apples,42.4,25,0.0,Produce,Australia,NSW,1060.0
633,2017-03-26,2017-04-02,Venezuela,San Cristóbal,South America,Longlife Tofu,8.0,16,0.0,Produce,Japan,Eastern Asia,128.0
634,2017-03-26,2017-03-28,Brazil,Sao Paulo,South America,Teatime Chocolate Biscuits,7.3,5,0.0,Confections,UK,British Isles,36.5
635,2017-03-26,2017-03-28,Brazil,Sao Paulo,South America,Gumbär Gummibärchen,24.9,30,0.0,Confections,Germany,Western Europe,747.0
636,2017-03-26,2017-03-28,Brazil,Sao Paulo,South America,Tourtière,5.9,24,0.25,Meat/Poultry,Canada,North America,106.20000000000002
637,2017-03-27,2017-04-02,Germany,München,Western Europe,Raclette Courdavault,44.0,30,0.0,Dairy Products,France,Western Europe,1320.0
638,2017-03-27,2017-04-02,Germany,München,Western Europe,Röd Kaviar,12.0,20,0.2,Seafood,Sweden,Northern Europe,192.0
639,2017-03-28,2017-04-09,Austria,Salzburg,Western Europe,Queso Cabrales,16.8,15,0.25,Dairy Products,Spain,Southern Europe,189.0
640,2017-03-28,2017-04-09,Austria,Salzburg,Western Europe,Pavlova,13.9,18,0.0,Confections,Australia,Victoria,250.20000000000002
641,2017-03-31,2017-04-03,Venezuela,San Cristóbal,South America,Raclette Courdavault,44.0,60,0.0,Dairy Products,France,Western Europe,2640.0
642,2017-03-31,2017-04-03,Venezuela,San Cristóbal,South America,Scottish Longbreads,10.0,30,0.0,Confections,UK,British Isles,300.0
643,2017-03-31,2017-04-03,Venezuela,San Cristóbal,South America,Rhönbräu Klosterbier,6.2,36,0.0,Beverages,Germany,Western Europe,223.20000000000002
644,2017-03-31,2017-04-08,Portugal,Lisboa,Southern Europe,Gula Malacca,15.5,15,0.15,Condiments,Singapore,South-East Asia,197.625
645,2017-03-31,2017-04-08,Portugal,Lisboa,Southern Europe,Original Frankfurter grüne Soße,10.4,7,0.15,Condiments,Germany,Western Europe,61.879999999999995
646,2017-04-01,2017-04-11,Canada,Tsawassen,North America,NuNuCa Nuß-Nougat-Creme,11.2,60,0.05,Confections,Germany,Western Europe,638.4
647,2017-04-01,2017-04-11,Canada,Tsawassen,North America,Singaporean Hokkien Fried Mee,11.2,20,0.05,Grains/Cereals,Singapore,South-East Asia,212.8
648,2017-04-02,2017-04-10,France,Toulouse,Western Europe,Louisiana Fiery Hot Pepper Sauce,16.8,15,0.1,Condiments,USA,North America,226.8
649,2017-04-02,2017-04-10,France,Toulouse,Western Europe,Louisiana Hot Spiced Okra,13.6,10,0.1,Condiments,USA,North America,122.4
650,2017-04-02,2017-04-10,France,Toulouse,Western Europe,Gudbrandsdalsost,28.8,10,0.1,Dairy Products,Norway,Scandinavia,259.2
651,2017-04-02,2017-04-09,Brazil,Sao Paulo,South America,Gnocchi di nonna Alice,30.4,30,0.0,Grains/Cereals,Italy,Southern Europe,912.0
653,2017-04-03,2017-04-11,Canada,Vancouver,North America,Jack's New England Clam Chowder,7.7,20,0.0,Seafood,USA,North America,154.0
654,2017-04-03,2017-04-11,Canada,Vancouver,North America,Original Frankfurter grüne Soße,10.4,5,0.0,Condiments,Germany,Western Europe,52.0
655,2017-04-04,2017-04-07,Brazil,Sao Paulo,South America,Gorgonzola Telino,10.0,20,0.05,Dairy Products,Italy,Southern Europe,190.0
656,2017-04-04,2017-04-07,Germany,Frankfurt a.M.,Western Europe,Gnocchi di nonna Alice,30.4,14,0.0,Grains/Cereals,Italy,Southern Europe,425.59999999999997
657,2017-04-04,2017-04-07,Germany,Frankfurt a.M.,Western Europe,Mozzarella di Giovanni,27.8,25,0.0,Dairy Products,Italy,Southern Europe,695.0
658,2017-04-04,2017-04-07,Germany,Frankfurt a.M.,Western Europe,Original Frankfurter grüne Soße,10.4,25,0.0,Condiments,Germany,Western Europe,260.0
659,2017-04-07,2017-04-11,Venezuela,San Cristóbal,South America,Guaraná Fantástica,4.5,14,0.0,Beverages,Brazil,South America,63.0
660,2017-04-07,2017-04-11,Venezuela,San Cristóbal,South America,Boston Crab Meat,18.4,5,0.0,Seafood,USA,North America,92.0
661,2017-04-07,2017-04-11,Venezuela,San Cristóbal,South America,Singaporean Hokkien Fried Mee,14.0,30,0.0,Grains/Cereals,Singapore,South-East Asia,420.0
662,2017-04-08,2017-04-16,Venezuela,Barquisimeto,South America,Rössle Sauerkraut,45.6,20,0.0,Produce,Germany,Western Europe,912.0
